gene_id,cluster
Ap6.2135,1
Ap6.148,1
Ap6.159,1
Ap6.158,1
Ap6.157,1
Ap6.150,1
Ap6.3268,1
Ap6.3267,1
Ap6.3266,1
Ap6.2826,1
Ap6.2825,1
Ap6.2828,1
Ap6.2829,1
Ap6.2790,1
Ap6.2791,1
Ap6.2794,1
Ap6.2795,1
Ap6.2797,2
Ap6.2355,2
Ap6.2619,1
Ap6.3054,1
Ap6.3051,1
Ap6.3053,1
Ap6.2457,1
Ap6.2456,1
Ap6.2455,1
Ap6.3157,1
Ap6.3159,1
Ap6.1449,1
Ap6.1448,1
Ap6.945,1
Ap6.943,1
Ap6.949,1
Ap6.559,1
Ap6.557,1
Ap6.556,1
Ap6.2178,1
Ap6.2174,1
Ap6.2177,1
Ap6.2172,1
Ap6.1288,1
Ap6.1280,2
Ap6.1285,1
Ap6.1284,1
Ap6.390,1
Ap6.1447,1
Ap6.2698,1
Ap6.2691,1
Ap6.2039,1
Ap6.2033,1
Ap6.1675,1
Ap6.1673,1
Ap6.747,1
Ap6.749,1
Ap6.49,1
Ap6.2241,1
Ap6.2729,1
Ap6.2720,1
Ap6.2725,1
Ap6.2727,1
Ap6.2726,1
Ap6.1569,1
Ap6.316,1
Ap6.869,1
Ap6.457,1
Ap6.453,1
Ap6.1847,1
Ap6.126,1
Ap6.125,1
Ap6.123,1
Ap6.120,1
Ap6.128,1
Ap6.129,1
Ap6.2956,1
Ap6.2957,1
Ap6.2953,1
Ap6.2378,2
Ap6.2377,1
Ap6.1731,1
Ap6.1737,1
Ap6.1736,1
Ap6.621,1
Ap6.3155,1
Ap6.2523,1
Ap6.3069,1
Ap6.3061,1
Ap6.3063,1
Ap6.1686,1
Ap6.2484,2
Ap6.2483,1
Ap6.792,1
Ap6.794,1
Ap6.246,1
Ap6.245,1
Ap6.241,1
Ap6.240,1
Ap6.1112,1
Ap6.3182,1
Ap6.1960,1
Ap6.3234,2
Ap6.3232,2
Ap6.3233,1
Ap6.919,1
Ap6.2857,1
Ap6.2147,1
Ap6.2140,1
Ap6.2142,1
Ap6.2148,1
Ap6.1601,1
Ap6.713,1
Ap6.712,1
Ap6.715,1
Ap6.716,1
Ap6.2408,1
Ap6.2409,1
Ap6.31,1
Ap6.34,1
Ap6.36,1
Ap6.3108,1
Ap6.3109,1
Ap6.3106,1
Ap6.3104,1
Ap6.3105,1
Ap6.3103,1
Ap6.1417,1
Ap6.1411,1
Ap6.694,1
Ap6.695,1
Ap6.696,1
Ap6.690,1
Ap6.693,1
Ap6.699,1
Ap6.520,1
Ap6.526,1
Ap6.527,1
Ap6.525,1
Ap6.967,2
Ap6.1259,1
Ap6.321,1
Ap6.816,1
Ap6.812,1
Ap6.810,1
Ap6.811,1
Ap6.2128,1
Ap6.1813,1
Ap6.1814,2
Ap6.1815,1
Ap6.2925,1
Ap6.2924,1
Ap6.2923,1
Ap6.972,1
Ap6.1768,1
Ap6.1764,1
Ap6.1765,1
Ap6.1498,1
Ap6.1499,1
Ap6.619,1
Ap6.2880,1
Ap6.7,1
Ap6.4,1
Ap6.896,2
Ap6.899,1
Ap6.2570,1
Ap6.404,1
Ap6.403,2
Ap6.3038,1
Ap6.1890,1
Ap6.1891,1
Ap6.1899,1
Ap6.1308,1
Ap6.1303,1
Ap6.1301,1
Ap6.1306,2
Ap6.1307,1
Ap6.2300,1
Ap6.2305,1
Ap6.2304,1
Ap6.234,1
Ap6.1919,1
Ap6.3208,1
Ap6.2113,1
Ap6.1596,1
Ap6.1595,1
Ap6.1598,1
Ap6.487,1
Ap6.482,1
Ap6.488,1
Ap6.2632,1
Ap6.2631,2
Ap6.1383,1
Ap6.1387,1
Ap6.2435,1
Ap6.2430,1
Ap6.2383,1
Ap6.2382,1
Ap6.2387,1
Ap6.2388,1
Ap6.1143,1
Ap6.3175,1
Ap6.3171,1
Ap6.1997,1
Ap6.1994,1
Ap6.1993,1
Ap6.1992,1
Ap6.1999,1
Ap6.1469,1
Ap6.1461,1
Ap6.1460,1
Ap6.968,1
Ap6.3035,1
Ap6.577,1
Ap6.2199,1
Ap6.1261,1
Ap6.1263,1
Ap6.1267,2
Ap6.1269,1
Ap6.378,1
Ap6.1302,1
Ap6.2012,1
Ap6.1656,1
Ap6.1657,1
Ap6.1652,1
Ap6.1653.1.5f15dfab,1
Ap6.68,1
Ap6.69,1
Ap6.62,1
Ap6.64,1
Ap6.2424,1
Ap6.2423,1
Ap6.2261,1
Ap6.843,1
Ap6.2547,1
Ap6.2549,1
Ap6.438,1
Ap6.439,1
Ap6.2098,1
Ap6.1038,1
Ap6.144,1
Ap6.145,1
Ap6.146,2
Ap6.147,1
Ap6.141,1
Ap6.2976,2
Ap6.2835,1
Ap6.2836,1
Ap6.2838,1
Ap6.2785,1
Ap6.2784,1
Ap6.2661,1
Ap6.2667,1
Ap6.3042,1
Ap6.3041,1
Ap6.3047,1
Ap6.3046,1
Ap6.1373,1
Ap6.1370,1
Ap6.1377,1
Ap6.1376,1
Ap6.262,1
Ap6.930,1
Ap6.938,1
Ap6.542,1
Ap6.544,1
Ap6.2164,1
Ap6.1665,1
Ap6.1664,1
Ap6.1663,1
Ap6.1089,1
Ap6.1083,1
Ap13.3107,1
Ap13.3106,1
Ap13.1335,1
Ap13.1330,1
Ap13.1333,1
Ap13.4,1
Ap13.1225,1
Ap13.1222,1
Ap13.1077,1
Ap13.1074,1
Ap13.644,1
Ap13.2894,1
Ap13.2897,1
Ap13.2893,1
Ap13.2899,1
Ap13.1270,1
Ap13.1276,1
Ap13.1278,1
Ap13.2469,1
Ap13.2461,1
Ap13.2462,1
Ap13.2283,1
Ap13.2284,1
Ap13.2286,1
Ap13.3180,1
Ap13.2634,2
Ap13.2633,1
Ap13.2038,1
Ap13.2039,1
Ap13.2037,1
Ap13.2033,1
Ap13.3027,1
Ap13.3021,1
Ap13.3029,1
Ap13.2773,1
Ap13.45,1
Ap13.42,1
Ap13.126,1
Ap13.123,1
Ap13.451,1
Ap13.2502,1
Ap13.2501,1
Ap13.710,1
Ap13.1386,1
Ap13.823,1
Ap13.829,1
Ap13.2124,1
Ap13.2125,1
Ap13.2126,1
Ap13.989,1
Ap13.985,1
Ap13.987,2
Ap13.981,1
Ap13.779,1
Ap13.2329,1
Ap13.790,1
Ap13.795,1
Ap13.796,1
Ap13.799,2
Ap13.1169,1
Ap13.3150,1
Ap13.3157,1
Ap13.3154,1
Ap13.556,1
Ap13.1307,1
Ap13.1306,1
Ap13.1302,1
Ap13.698,1
Ap13.697,1
Ap13.692,1
Ap13.1514,1
Ap13.1516,1
Ap13.1517,1
Ap13.1510,1
Ap13.1714,1
Ap13.247,1
Ap13.1499,1
Ap13.1495,1
Ap13.1496,1
Ap13.3053,1
Ap13.3051,1
Ap13.3050,1
Ap13.91,1
Ap13.92,1
Ap13.94,1
Ap13.95,1
Ap13.1227.1.5f15dead,1
Ap13.1227,1
Ap13.1590,1
Ap13.157,1
Ap13.1963,1
Ap13.429,1
Ap13.2941,1
Ap13.1410,1
Ap13.1417,1
Ap13.2571,1
Ap13.1882,1
Ap13.1880,1
Ap13.1881,1
Ap13.1888,1
Ap13.1889,1
Ap13.585,1
Ap13.2726,1
Ap13.2722,1
Ap13.2723,1
Ap13.2728,1
Ap13.10,1
Ap13.870,1
Ap13.2912,1
Ap13.2916,1
Ap13.2258,1
Ap13.2877,1
Ap13.2874,1
Ap13.1075,1
Ap13.293,1
Ap13.294,1
Ap13.297,1
Ap13.745,1
Ap13.744,1
Ap13.743,1
Ap13.1808,1
Ap13.1800,1
Ap13.501,1
Ap13.507,1
Ap13.1352,1
Ap13.1350,1
Ap13.1354,1
Ap13.1687,1
Ap13.1524,1
Ap13.1521,1
Ap13.1522,1
Ap13.2190,1
Ap13.2193,1
Ap13.939,1
Ap13.936,1
Ap13.219,1
Ap13.218,1
Ap13.214,1
Ap13.216,1
Ap13.169,2
Ap13.169.1.5f15dc43,2
Ap13.165,1
Ap13.1190,1
Ap13.1193,1
Ap13.1194,1
Ap13.3128,1
Ap13.3123,1
Ap13.3125,1
Ap13.395,1
Ap13.1017,2
Ap13.1019,1
Ap13.1018,1
Ap13.623,1
Ap13.1258,1
Ap13.1391,1
Ap13.2441,1
Ap13.2445,1
Ap13.2444,1
Ap13.2448,1
Ap13.2935,1
Ap13.2931,1
Ap13.2930,1
Ap13.2939,1
Ap13.2938,1
Ap13.318,1
Ap13.314,1
Ap13.315,1
Ap13.316,1
Ap13.2016,1
Ap13.1096,1
Ap13.1093,1
Ap13.3009,2
Ap13.3000,1
Ap13.2759,1
Ap13.69,1
Ap13.60,1
Ap13.845,1
Ap13.109,1
Ap13.2226,1
Ap13.2225,1
Ap13.2221,1
Ap13.475,1
Ap13.470,1
Ap13.473,1
Ap13.1442,1
Ap13.2528,1
Ap13.2383,1
Ap13.2387,1
Ap13.2389,1
Ap13.1877,1
Ap13.1876,2
Ap13.1124,1
Ap13.3084,1
Ap13.180,1
Ap13.182,1
Ap13.2800,1
Ap13.701,1
Ap13.2493,1
Ap13.2494,1
Ap13.2147,1
Ap13.2148,1
Ap13.961,1
Ap13.964,1
Ap13.224,1
Ap13.226,1
Ap13.3175,1
Ap13.3176,1
Ap13.3177,1
Ap13.3179,2
Ap13.1327.1.5f15dee5,1
Ap13.1325,1
Ap13.1324,1
Ap13.1043,1
Ap13.1046,1
Ap13.1044,1
Ap13.1289,1
Ap13.1742,1
Ap13.2591,1
Ap13.341,2
Ap13.3075,1
Ap13.3077,1
Ap13.893,1
Ap13.1204,1
Ap13.1206,1
Ap13.1200,1
Ap13.1203,1
Ap13.135,1
Ap13.638,1
Ap13.446,1
Ap13.440,1
Ap13.1437,1
Ap13.1435,1
Ap13.1439,1
Ap13.1850,1
Ap13.2704,1
Ap13.2706,1
Ap13.32,1
Ap13.37,1
Ap13.810,1
Ap13.2276,1
Ap13.2277,1
Ap13.2270,1
Ap13.2852,1
Ap13.2853,1
Ap13.2854,1
Ap13.2855,1
Ap13.999,1
Ap13.990,1
Ap13.2330,1
Ap13.2333,1
Ap13.2335,1
Ap13.2337,1
Ap13.2336,1
Ap13.1824,1
Ap13.769,1
Ap13.3140,1
Ap13.3143,1
Ap13.3142,1
Ap13.3144,1
Ap13.3147,1
Ap13.1503,1
Ap13.1502,1
Ap13.1500,1
Ap13.2421,1
Ap13.1990,1
Ap13.1999,1
Ap13.279,1
Ap13.278,1
Ap13.277,1
Ap13.276,1
Ap13.275,1
Ap13.272,1
Ap13.498,1
Ap13.1719,1
Ap13.1716,1
Ap13.1717,1
Ap13.1715,1
Ap13.2070,1
Ap13.3069,1
Ap13.3060,1
Ap13.3065,1
Ap13.87,1
Ap13.601,1
Ap13.605,1
Ap13.1235,1
Ap13.1237,1
Ap13.1232,1
Ap13.1582,1
Ap13.1586,1
Ap13.1585,1
Ap13.1584,1
Ap13.167,1
Ap13.821,1
Ap13.416,1
Ap13.1895,1
Ap13.1898,1
Ap13.1107,1
Ap13.336,1
Ap13.337,1
Ap13.339,1
Ap13.2730,1
Ap13.2732,1
Ap13.2243,1
Ap13.2863,1
Ap13.2866,1
Ap13.289,1
Ap13.282,1
Ap13.283,1
Ap13.280,1
Ap13.1811,1
Ap13.1810,1
Ap13.1101,1
Ap13.514,1
Ap13.515,1
Ap13.513,1
Ap13.1342,1
Ap13.1698,1
Ap13.1699,1
Ap13.2162,1
Ap13.2163,1
Ap13.949,1
Ap13.941,1
Ap13.205,1
Ap13.200,1
Ap13.2363,1
Ap13.2361,1
Ap13.1182,1
Ap13.1180,1
Ap13.2988,1
Ap13.2989,1
Ap13.2982,1
Ap13.3117,1
Ap13.3110,1
Ap13.3111,1
Ap13.655,1
Ap13.656,1
Ap13.2473,1
Ap13.2471,1
Ap13.2902,1
Ap13.2900,1
Ap13.2908,1
Ap13.1761,1
Ap13.360,1
Ap13.365,1
Ap13.2003,1
Ap13.2002,1
Ap13.2001,1
Ap13.2000,1
Ap13.2004,1
Ap13.3019,1
Ap13.3018,1
Ap13.3010,1
Ap13.2767,1
Ap13.112,2
Ap13.110,1
Ap13.114,1
Ap13.115,1
Ap13.462,1
Ap13.469,1
Ap13.2392,1
Ap13.709,1
Ap13.3093,1
Ap13.3092,1
Ap13.3097,1
Ap13.3098,1
Ap13.831,1
Ap13.830,1
Ap13.199,1
Ap13.2489,1
Ap13.2482,1
Ap13.2481,1
Ap13.2158,1
Ap13.972,1
Ap13.782,1
Ap13.1153,2
Ap13.3164,1
Ap13.3163,1
Ap13.3161,1
Ap13.543,1
Ap13.1315,1
Ap13.660,1
Ap13.663,1
Ap13.664,1
Ap13.665,1
Ap13.666,1
Ap13.669,1
Ap13.1291,1
Ap13.1290,1
Ap13.2407,1
Ap13.2403,1
Ap13.256,1
Ap13.813,2
Ap13.258,1
Ap13.355,1
Ap13.2058,1
Ap13.3040,2
Ap13.3041,1
Ap13.3044,1
Ap13.3045,1
Ap13.3047,1
Ap13.3048,1
Ap13.884,1
Ap13.887,1
Ap13.888,1
Ap13.1213,1
Ap13.1212,1
Ap13.1211,1
Ap13.1210,1
Ap13.1217,1
Ap13.1216,2
Ap13.1218,1
Ap13.141,1
Ap13.144,1
Ap13.146,1
Ap13.1979,1
Ap13.1977,1
Ap13.2858,1
Ap13.439,1
Ap13.430,1
Ap13.432,1
Ap13.435,1
Ap13.2972,1
Ap13.1402,1
Ap13.1403,1
Ap13.1401,1
Ap13.1409,1
Ap13.2568,1
Ap13.2566,1
Ap13.1675,1
Ap13.2718,1
Ap13.2717,1
Ap13.353,1
Ap13.2266,1
Ap13.2265,1
Ap13.2846,1
Ap13.2843,1
Ap13.2841,1
Ap13.777,1
Ap13.1167,1
Ap13.1161,1
Ap13.1160,1
Ap13.1162,1
Ap13.1168,1
Ap13.1362,1
Ap13.1361,1
Ap13.2979,1
Ap13.2970,1
Ap13.1980,1
Ap13.2183,1
Ap13.2184,1
Ap13.2185,1
Ap13.2978,1
Ap13.2334,1
Ap13.923,1
Ap13.1171,1
Ap13.1701,1
Ap13.1702,1
Ap13.3139,1
Ap13.3135,1
Ap13.3136,1
Ap13.2667,1
Ap13.387,1
Ap13.386,1
Ap13.384,1
Ap13.381,1
Ap13.389,1
Ap13.388,1
Ap13.2065,1
Ap13.2064,1
Ap13.1004,1
Ap13.3079,1
Ap13.3078,1
Ap13.1248,1
Ap13.2457,2
Ap13.2451,1
Ap13.2459,1
Ap13.178,1
Ap13.176,1
Ap13.1908,1
Ap13.400,1
Ap13.401,1
Ap13.402,1
Ap13.408,1
Ap13.2920,1
Ap13.2921,2
Ap13.2923,1
Ap13.304,1
Ap13.1084,1
Ap13.76,1
Ap13.75,1
Ap13.72,1
Ap13.70,1
Ap13.71,1
Ap13.79,1
Ap13.2239,1
Ap13.2232,1
Ap13.1131,1
Ap13.1135,1
Ap13.523,1
Ap13.522,1
Ap13.2818,1
Ap13.2816,1
Ap13.2179,1
Ap13.2173,1
Ap13.2176,1
Ap13.956,1
Ap13.953,1
Ap13.959,1
Ap13.232,1
Ap13.236,1
Ap13.239,1
Ap13.2375,1
Ap13.2999,1
Ap13.2998,1
Ap2.2257,1
Ap2.2256,1
Ap2.2255,1
Ap2.2258,1
Ap2.1194,1
Ap2.1191,1
Ap2.1193,1
Ap2.1199,1
Ap2.1198,1
Ap2.4013,1
Ap2.4011,1
Ap2.4017,2
Ap2.1221,1
Ap2.2759,1
Ap2.2757,1
Ap2.2755,1
Ap2.831,1
Ap2.1427,1
Ap2.2195,1
Ap2.2196,1
Ap2.2197,1
Ap2.2190,1
Ap2.2192,1
Ap2.3126,1
Ap2.3127,1
Ap2.3124,1
Ap2.3125,1
Ap2.3630,2
Ap2.3631,1
Ap2.3636,1
Ap2.3639,1
Ap2.2834,1
Ap2.2830,1
Ap2.3877,1
Ap2.4097,1
Ap2.4099,1
Ap2.4098,1
Ap2.1807,1
Ap2.1805,1
Ap2.3404,1
Ap2.3403,1
Ap2.503,1
Ap2.2116,1
Ap2.2113,1
Ap2.280,1
Ap2.282,1
Ap2.3939,1
Ap2.3930,1
Ap2.3935,1
Ap2.3716,1
Ap2.2321,1
Ap2.2320,1
Ap2.1056,1
Ap2.1050,1
Ap2.1539,1
Ap2.1538,1
Ap2.1533,1
Ap2.909,1
Ap2.903,1
Ap2.901,1
Ap2.907,1
Ap2.904,1
Ap2.905,1
Ap2.2424,1
Ap2.2425,1
Ap2.2420,1
Ap2.2421,1
Ap2.2422,1
Ap2.1888,1
Ap2.2287,1
Ap2.2288,1
Ap2.86,1
Ap2.1594,1
Ap2.1597,1
Ap2.205,1
Ap2.3995,1
Ap2.1965,1
Ap2.1967,1
Ap2.3527,1
Ap2.3525,1
Ap2.469,1
Ap2.468,1
Ap2.465,1
Ap2.464,1
Ap2.791,1
Ap2.790,1
Ap2.2902,1
Ap2.2901,1
Ap2.2907,1
Ap2.415,1
Ap2.3920,1
Ap2.1027,1
Ap2.2046,1
Ap2.2047,1
Ap2.2044,1
Ap2.2042,2
Ap2.2043,1
Ap2.2049,1
Ap2.3319,1
Ap2.3313,1
Ap2.3312,1
Ap2.983,1
Ap2.986,1
Ap2.985,1
Ap2.618,1
Ap2.611,1
Ap2.2205,1
Ap2.2206,1
Ap2.4041,2
Ap2.4043,1
Ap2.4044,1
Ap2.4045,1
Ap2.4046,1
Ap2.1279,1
Ap2.1473,1
Ap2.2510,1
Ap2.3395,1
Ap2.3394,1
Ap2.3397,1
Ap2.3398,1
Ap2.694,1
Ap2.698,1
Ap2.699,1
Ap2.3152,1
Ap2.3151,1
Ap2.3155,1
Ap2.3154,1
Ap2.3159,1
Ap2.3842,1
Ap2.1141,1
Ap2.1146,1
Ap2.1144,1
Ap2.1148,1
Ap2.2495,1
Ap2.2491,1
Ap2.2490,1
Ap2.2728,1
Ap2.2722,1
Ap2.2721,1
Ap2.3458,1
Ap2.3459,1
Ap2.3454,1
Ap2.3292,1
Ap2.3075,1
Ap2.3308,1
Ap2.764,1
Ap2.1649,1
Ap2.1648,1
Ap2.3640,1
Ap2.873,1
Ap2.370,2
Ap2.372,1
Ap2.957,1
Ap2.2419,1
Ap2.1854,1
Ap2.1855,1
Ap2.1857,1
Ap2.3217,1
Ap2.3211,1
Ap2.235,1
Ap2.1951,1
Ap2.1952,1
Ap2.1955,1
Ap2.1956,1
Ap2.2608,1
Ap2.2609,2
Ap2.2602,1
Ap2.1962,1
Ap2.3558,1
Ap2.3553,1
Ap2.3552,1
Ap2.3551,1
Ap2.454,1
Ap2.458,1
Ap2.2379,1
Ap2.3027.1.5f15e2d4,1
Ap2.3026,1
Ap2.3029,1
Ap2.2957,1
Ap2.2958,1
Ap2.4139,1
Ap2.4134,1
Ap2.4137,1
Ap2.4131,1
Ap2.1566,1
Ap2.1561,1
Ap2.2039,1
Ap2.2037,1
Ap2.2036,1
Ap2.2031,1
Ap2.647,1
Ap2.2235,1
Ap2.3724.1.5f15e493,1
Ap2.3724,1
Ap2.3726,1
Ap2.3720,1
Ap2.3722,1
Ap2.3723,1
Ap2.3729,1
Ap2.2601,1
Ap2.3181,1
Ap2.3182,1
Ap2.3183,1
Ap2.3184,1
Ap2.1241,1
Ap2.1240,1
Ap2.1242,1
Ap2.1488,1
Ap2.1481,2
Ap2.1480,1
Ap2.2681,1
Ap2.3135,1
Ap2.3134,1
Ap2.1079,1
Ap2.1699,1
Ap2.3691,1
Ap2.3692,1
Ap2.3693,1
Ap2.3695,1
Ap2.3342,1
Ap2.3343,1
Ap2.3340,1
Ap2.3348,1
Ap2.3109,1
Ap2.3104,1
Ap2.3105,1
Ap2.3812,1
Ap2.3811,2
Ap2.3816,1
Ap2.3817,1
Ap2.3815,1
Ap2.2778,1
Ap2.850,1
Ap2.1072,1
Ap2.1401,1
Ap2.3025,1
Ap2.3024,1
Ap2.3023,1
Ap2.3022,1
Ap2.3021,1
Ap2.1612,1
Ap2.1610,1
Ap2.1618,1
Ap2.3619,1
Ap2.3610,1
Ap2.3613,1
Ap2.3616,1
Ap2.2530,1
Ap2.344,1
Ap2.342,1
Ap2.2850,1
Ap2.2853,1
Ap2.3894,1
Ap2.3895,1
Ap2.1137,1
Ap2.1136,1
Ap2.1798,1
Ap2.1797,1
Ap2.1794,1
Ap2.1791,1
Ap2.2442,1
Ap2.3791,1
Ap2.3792,1
Ap2.3799,1
Ap2.3429,1
Ap2.3428,1
Ap2.3426,1
Ap2.3229,1
Ap2.3227,1
Ap2.3915,1
Ap2.3910,1
Ap2.484,1
Ap2.482,1
Ap2.489,1
Ap2.739,1
Ap2.2603,1
Ap2.1084,1
Ap2.1080,1
Ap2.1556,1
Ap2.1710,1
Ap2.678,1
Ap2.674,1
Ap2.263,1
Ap2.3994,1
Ap2.1906,1
Ap2.1905,1
Ap2.1902,1
Ap2.1903,1
Ap2.3117,1
Ap2.408,1
Ap2.406,1
Ap2.405,1
Ap2.401,1
Ap2.183,1
Ap2.184,1
Ap2.185,2
Ap2.3077,1
Ap2.3078,1
Ap2.1000,1
Ap2.2064,1
Ap2.2060,1
Ap2.2061,1
Ap2.3339,1
Ap2.3338,1
Ap2.2263,1
Ap2.3130,1
Ap2.3138,1
Ap2.396,1
Ap2.395,1
Ap2.2888,1
Ap2.2884,1
Ap2.4024,1
Ap2.4020,1
Ap2.1214,1
Ap2.1215,1
Ap2.1218,1
Ap2.2745,1
Ap2.1458,1
Ap2.1453,1
Ap2.1457,1
Ap2.2183,1
Ap2.2182,1
Ap2.2184,1
Ap2.1986,1
Ap2.1987,1
Ap2.1982,2
Ap2.1983,1
Ap2.3584,1
Ap2.3583,1
Ap2.3069,1
Ap2.3068,1
Ap2.100,1
Ap2.2578,1
Ap2.2570,1
Ap2.3621,1
Ap2.3624,1
Ap2.3627,1
Ap2.2579,1
Ap2.1035,1
Ap2.2800,1
Ap2.2807,1
Ap2.2805,1
Ap2.2808,1
Ap2.315,1
Ap2.3862,1
Ap2.3861,1
Ap2.1165,1
Ap2.1166,1
Ap2.1167,1
Ap2.1295,1
Ap2.1838,1
Ap2.2107,1
Ap2.2108,1
Ap2.3270,1
Ap2.1319,1
Ap2.1315,1
Ap2.2665,1
Ap2.701,1
Ap2.702,1
Ap2.703,1
Ap2.1663,1
Ap2.1662,1
Ap2.1668,1
Ap2.2313,1
Ap2.2314,1
Ap2.2319,1
Ap2.1508,1
Ap2.930,1
Ap2.2433,1
Ap2.2432,1
Ap2.2431,1
Ap2.2430,1
Ap2.2294,1
Ap2.2290,1
Ap2.3742,1
Ap2.3747,1
Ap2.3749,1
Ap2.2610,2
Ap2.94,1
Ap2.216,1
Ap2.214,1
Ap2.3949,1
Ap2.3942,1
Ap2.1392,1
Ap2.1390,1
Ap2.1396,1
Ap2.1971,1
Ap2.3535,1
Ap2.3531,1
Ap2.3530,1
Ap2.3533,1
Ap2.3532,1
Ap2.473,1
Ap2.786,1
Ap2.2930,1
Ap2.3020,1
Ap2.2589,1
Ap2.1588,1
Ap2.2054,1
Ap2.2057,1
Ap2.2056,1
Ap2.2053,1
Ap2.621,1
Ap2.2213,1
Ap2.2212,1
Ap2.2218,1
Ap2.10,1
Ap2.12,1
Ap2.4059,1
Ap2.4058,1
Ap2.4057,1
Ap2.4056,1
Ap2.4053,1
Ap2.4052,1
Ap2.4050,1
Ap2.1262,1
Ap2.1460,1
Ap2.1462,1
Ap2.1465,1
Ap2.1464,1
Ap2.1467,1
Ap2.1469,1
Ap2.3010,2
Ap2.150,1
Ap2.153,1
Ap2.1059,1
Ap2.2507,1
Ap2.2506,1
Ap2.2502,1
Ap2.2501,2
Ap2.2508,1
Ap2.3160,1
Ap2.3161,1
Ap2.3830,1
Ap2.3832,1
Ap2.3833,1
Ap2.1153,1
Ap2.1154,1
Ap2.2719,1
Ap2.2158,1
Ap2.2159,1
Ap2.2154,2
Ap2.3282,1
Ap2.3281,1
Ap2.3287,1
Ap2.752,1
Ap2.751,1
Ap2.750,1
Ap2.1639,1
Ap2.1631,1
Ap2.3677,1
Ap2.3672,1
Ap2.3092,1
Ap2.3093,1
Ap2.3090,1
Ap2.3091,1
Ap2.366,1
Ap2.2460,1
Ap2.2461,1
Ap2.2462,2
Ap2.1846,1
Ap2.1844,1
Ap2.2795,1
Ap2.2790,1
Ap2.2439,1
Ap2.3207,1
Ap2.2619,1
Ap2.3560,1
Ap2.3566,1
Ap2.3567,1
Ap2.3011,1
Ap2.3019,1
Ap2.2949,1
Ap2.2947,1
Ap2.2944,1
Ap2.2942,1
Ap2.4122,1
Ap2.4126,1
Ap2.4124,1
Ap2.1573,1
Ap2.1572,1
Ap2.1571,1
Ap2.1570,1
Ap2.1575,1
Ap2.1574,1
Ap2.2000,1
Ap2.2006,1
Ap2.2007,1
Ap2.2005,1
Ap2.658,1
Ap2.1778,1
Ap2.1775,1
Ap2.1776,1
Ap2.3737,1
Ap2.3738,1
Ap2.3199,1
Ap2.3196,1
Ap2.3192,1
Ap2.2777,1
Ap2.243,1
Ap2.1928,1
Ap2.1929,1
Ap2.1925,1
Ap2.1922,1
Ap2.2692,1
Ap2.425,1
Ap2.426,1
Ap2.3688,2
Ap2.3687.1.5f15e47a,1
Ap2.3687,1
Ap2.3686,1
Ap2.3685,1
Ap2.2088.1.5f168f65,1
Ap2.3351,1
Ap2.2240,1
Ap2.3114,1
Ap2.2591,1
Ap2.2592,1
Ap2.2593,1
Ap2.3809,1
Ap2.3804,1
Ap2.4008,1
Ap2.4009,1
Ap2.1238,1
Ap2.1239,1
Ap2.1235,1
Ap2.1237,1
Ap2.2764,1
Ap2.2762,1
Ap2.2761,1
Ap2.2760,1
Ap2.1502,1
Ap2.1507,1
Ap2.1438,1
Ap2.1436,1
Ap2.1432,1
Ap2.2161,1
Ap2.2160,1
Ap2.2165,1
Ap2.1601,1
Ap2.2555,1
Ap2.2556,2
Ap2.2551,1
Ap2.3607,1
Ap2.3602,1
Ap2.3600,1
Ap2.3609,1
Ap2.3608,1
Ap2.339,1
Ap2.338,1
Ap2.336,1
Ap2.2829,1
Ap2.2826,1
Ap2.3880,1
Ap2.3883,1
Ap2.3882,1
Ap2.3884,1
Ap2.1109,1
Ap2.2455,2
Ap2.2458,1
Ap2.1810,1
Ap2.1812,1
Ap2.1814,1
Ap2.1815,1
Ap2.3410,1
Ap2.3411,1
Ap2.3250,1
Ap2.3252,1
Ap2.3256,1
Ap2.3921,1
Ap2.2645,1
Ap2.491,1
Ap2.499,2
Ap2.728,1
Ap2.915,1
Ap2.914,2
Ap2.910,1
Ap2.1891,1
Ap2.1895,1
Ap2.1897,1
Ap2.3765,1
Ap2.1273,1
Ap2.278,1
Ap2.276,1
Ap2.1914,1
Ap2.1911,1
Ap2.1913,1
Ap2.1919,1
Ap2.2918,1
Ap2.2914,1
Ap2.2915,1
Ap2.2916,1
Ap2.2910,1
Ap2.2911,1
Ap2.2913,1
Ap2.1036,1
Ap2.8,1
Ap2.6,1
Ap2.1,1
Ap2.2,1
Ap2.3302,1
Ap2.3300,1
Ap2.3301,1
Ap2.991,1
Ap2.998,1
Ap2.2891,1
Ap2.79,1
Ap2.4035,1
Ap2.1209,1
Ap2.1208,1
Ap2.1447,1
Ap2.1446,2
Ap2.1442,1
Ap2.1998,1
Ap2.1995,1
Ap2.1994,1
Ap2.1997,1
Ap2.1996,1
Ap2.1991,1
Ap2.1992,1
Ap2.3597,1
Ap2.139,1
Ap2.136,1
Ap2.134,1
Ap2.1931,1
Ap2.2569,1
Ap2.2380,1
Ap2.683,1
Ap2.2813,1
Ap2.3145,1
Ap2.3146,1
Ap2.3147,1
Ap2.3141,1
Ap2.3143,1
Ap2.3148,1
Ap2.3149,1
Ap2.308,1
Ap2.2481,1
Ap2.2489,1
Ap2.1821,1
Ap2.1822,1
Ap2.1827,1
Ap2.1826,1
Ap2.2734,1
Ap2.2736,1
